47;1;5;1;5;0.08644689;102.0;32.0;178343193
47;1;5;2;5;0.032234434;102.0;32.0;178343265
47;1;5;1;4;0.08424909;85.0;50.0;178343620
47;1;5;2;4;0.025152627;85.0;50.0;178343751
47;1;5;1;9;0.07960928;121.0;62.0;178344633
47;1;5;2;9;0.041758243;121.0;62.0;178344706
47;1;5;1;⌫;0.083272286;107.0;58.0;178345200
47;1;5;3;⌫;0.031746034;107.0;56.5;178345237
47;1;5;2;⌫;0.031746034;107.0;57.0;178345249
47;1;5;1;8;0.083028086;100.0;56.0;178345924
47;1;5;3;8;0.08449329;99.0;55.0;178345940
47;1;5;3;8;0.025396828;99.0;53.5;178345968
47;1;5;2;8;0.025396828;99.0;54.0;178345980
47;1;5;1;3;0.07350428;139.0;67.0;178346195
47;1;5;3;3;0.03809524;138.0;67.0;178346227
47;1;5;2;3;0.03809524;138.0;67.0;178346243
47;1;5;1;1;0.106959715;70.0;40.0;178348400
47;1;5;3;1;0.043956045;68.5;40.0;178348485
47;1;5;2;1;0.043956045;69.0;40.0;178348498
47;1;5;1;7;0.08424909;100.0;35.0;178348736
47;1;5;2;7;0.040781442;100.0;35.0;178348842
47;1;5;1;9;0.06520147;98.0;27.0;178348966
47;1;5;2;9;0.042002443;98.0;27.0;178349039
47;1;5;1;0;0.08473749;73.0;61.0;178349122
47;1;5;2;0;0.03663004;73.0;61.0;178349203
47;1;7;1;8;0.07594628;133.0;33.0;178363531
47;1;7;3;8;0.070573874;132.0;32.0;178363560
47;1;7;2;8;0.03931624;132.0;32.0;178363587
47;1;7;1;0;0.07423688;126.0;24.0;178363753
47;1;7;2;0;0.043223444;126.0;24.0;178363826
47;1;7;1;0;0.083272286;133.0;32.0;178363925
47;1;7;2;0;0.042246643;133.0;32.0;178363998
47;1;7;1;0;0.083516486;133.0;31.0;178364064
47;1;7;2;0;0.060805865;133.0;31.0;178364145
47;1;7;1;0;0.082539685;129.0;32.0;178364771
47;1;7;2;0;0.025152627;129.0;32.0;178364868
47;1;7;1;0;0.07887668;127.0;23.0;178365519
47;1;7;2;0;0.024175826;127.0;23.0;178365608
47;1;8;1;0;0.08766789;113.0;29.0;178368932
47;1;8;2;0;0.029548232;113.0;29.0;178369013
47;1;8;1;1;0.10989012;67.0;55.0;178369097
47;1;8;3;1;0.10378511;67.0;54.0;178369157
47;1;8;2;1;0.02710623;67.0;54.0;178369187
47;1;8;1;0;0.08424909;130.0;32.0;178369261
47;1;8;2;0;0.033211235;130.0;32.0;178369334
47;1;8;1;0;0.083272286;120.0;41.0;178370870
47;1;8;3;0;0.04053724;120.0;40.0;178370926
47;1;8;2;0;0.04053724;120.0;40.0;178370942
47;1;8;1;9;0.07765568;92.0;39.0;178371140
47;1;8;2;9;0.045909647;92.0;39.0;178371213
47;1;8;1;5;0.082539685;106.0;61.0;178371337
47;1;8;2;5;0.03736264;106.0;61.0;178371402
47;1;8;1;3;0.0942613;137.0;41.0;178373047
47;1;8;3;3;0.031990234;138.00555;41.0;178373104
47;1;8;2;3;0.031990234;138.0;41.0;178373120
47;1;8;1;7;0.08107448;80.0;38.0;178373310
47;1;8;2;7;0.045177046;80.0;38.0;178373425
47;1;8;1;4;0.082051285;89.0;37.0;178373567
47;1;8;2;4;0.024175826;89.0;37.0;178373680
47;1;8;1;3;0.0940171;144.0;39.0;178374680
47;1;8;2;3;0.043711845;144.0;39.0;178374744
47;1;8;1;1;0.10036631;63.0;29.0;178374778
47;1;8;2;1;0.029792432;63.0;29.0;178374876
47;1;6;1;5;0.07741148;123.0;36.0;178378208
47;1;6;2;5;0.031746034;123.0;36.0;178378256
47;1;6;1;4;0.08644689;79.0;44.0;178378315
47;1;6;2;4;0.031990234;79.0;44.0;178378421
47;1;6;1;8;0.07887668;127.0;58.0;178380183
47;1;6;3;8;0.033455435;127.0;57.0;178380232
47;1;6;2;8;0.033455435;127.0;57.0;178380247
47;1;6;1;3;0.095970705;140.0;50.0;178380396
47;1;6;2;3;0.033699635;140.0;50.0;178380468
47;1;6;1;1;0.10818072;84.0;53.0;178381925
47;1;6;2;1;0.03956044;84.0;53.0;178382048
47;1;6;1;7;0.083028086;98.0;55.0;178382254
47;1;6;2;7;0.02881563;98.0;55.0;178382384
