40;1;0;1;0.058363862;536.0;226.0;129526561
40;1;0;3;0.08009768;353.0756;228.6203;129526665
40;1;0;3;0.082051285;306.79562;231.0;129526697
40;1;0;3;0.08449329;255.75127;231.0;129526730
40;1;0;3;0.08424909;222.55968;232.0;129526747
40;1;0;3;0.08620269;191.57407;233.0;129526764
40;1;0;3;0.083028086;169.92502;233.40747;129526780
40;1;0;3;0.08498169;148.73631;235.38763;129526797
40;1;0;3;0.07423688;122.65047;241.11652;129526814
40;1;0;3;0.032478634;100.5;249.0;129526831
40;1;0;2;0.032478634;106.0;247.0;129526843
40;1;0;1;0.044688646;625.0;212.0;129527237
40;1;0;3;0.06446887;463.10498;224.48688;129527331
40;1;0;3;0.07619048;434.52176;225.0;129527348
40;1;0;3;0.07765568;382.83124;227.42249;129527381
40;1;0;3;0.08522589;351.21274;230.52258;129527397
40;1;0;3;0.07472528;319.2908;235.33862;129527414
40;1;0;3;0.08717949;287.56876;239.3039;129527431
40;1;0;3;0.07985348;261.76532;240.0;129527447
40;1;0;3;0.08498169;235.0418;243.27972;129527464
40;1;0;3;0.08400489;201.74971;248.37506;129527481
40;1;0;3;0.06446887;165.02184;262.8145;129527497
40;1;0;3;0.08424909;132.29655;274.6388;129527514
40;1;0;3;0.052503057;111.14534;286.56976;129527531
40;1;0;3;0.032234434;100.0;295.0;129527542
40;1;0;2;0.032234434;104.0;292.0;129527554
40;1;0;1;0.049328454;672.0;200.0;129527891
40;1;0;3;0.061538465;535.7124;214.0;129527980
40;1;0;3;0.06544567;490.34018;214.63739;129527997
40;1;0;3;0.072039075;400.51266;221.22614;129528030
40;1;0;3;0.07667888;356.34305;226.78131;129528047
40;1;0;3;0.07814408;304.2236;234.31396;129528064
40;1;0;3;0.07960928;245.64415;245.91907;129528080
40;1;0;3;0.06739927;190.61423;262.3543;129528097
40;1;0;3;0.070573874;146.1132;282.1842;129528113
40;1;0;3;0.030769233;106.17891;303.68146;129528130
40;1;0;3;0.030769233;66.0;326.0;129528142
40;1;0;2;0.030769233;66.0;326.0;129528150
40;1;0;1;0.06984127;573.0;152.0;129528644
40;1;0;3;0.03809524;572.0;152.0;129528685
40;1;0;2;0.03809524;572.0;152.0;129528701
40;1;2;1;0.044200245;623.0;211.0;129530256
40;1;2;3;0.06739927;465.6829;222.88123;129530345
40;1;2;3;0.06349207;285.70883;261.12146;129530395
40;1;2;3;0.041269843;95.0;340.0;129530428
40;1;2;2;0.041269843;95.0;340.0;129530437
40;1;2;1;0.07985348;294.0;164.0;129531811
40;1;2;2;0.048595853;294.0;164.0;129531868
40;2;0;1;0.03931624;317.0;184.0;129557367
40;2;0;3;0.052258857;175.48799;188.0;129557478
40;2;0;3;0.052014656;122.456535;188.0;129557511
40;2;0;3;0.045421246;62.29245;188.0;129557545
40;2;0;3;0.044688646;37.18151;188.0;129557561
40;2;0;3;0.02759463;22.0;188.0;129557574
40;2;0;2;0.02759463;22.0;188.0;129557581
40;2;0;1;0.05421246;420.0;203.0;129558149
40;2;0;3;0.07692308;362.10632;201.0;129558243
40;2;0;3;0.07765568;350.29645;201.0;129558260
40;2;0;3;0.072283275;339.75833;201.0;129558277
40;2;0;3;0.06495727;330.64423;201.0;129558293
40;2;0;3;0.071062274;321.72266;201.0;129558310
