49;1;5;2;2.49;8.429999;-4.71;415429525421000
49;1;5;1;-0.46686932;8.100781;5.3618145;415429610420000
49;1;5;1;-2.5067291;7.6889787;6.4164605;415429590396000
49;1;5;1;-0.46686932;8.100781;5.3618145;415429610420000
49;1;5;1;-0.053869538;6.8689647;6.2871737;415429830735000
49;1;5;1;0.11611878;7.4136457;6.5924344;415429790664000
49;1;5;2;2.9325;7.98;-4.3725;415429683861000
49;1;5;1;-0.6895301;6.8689647;6.2871737;415429830735000
49;1;5;1;-0.053869538;6.8689647;6.2871737;415429830735000
49;1;5;1;-0.053869538;6.8689647;6.2871737;415429830735000
49;1;5;1;-0.7326257;6.895301;6.3218894;415429850948000
49;1;5;1;-0.51834464;7.2304893;5.0984526;415429870873000
49;1;5;2;3.8999999;8.662499;-4.3725;415429883771000
49;1;5;1;-0.108936176;7.702147;4.560954;415429890668000
49;1;5;1;0.4405331;7.5345526;4.249708;415429910431000
49;1;5;4;2.2907447E-4;0.46395215;0.67660964;415429923995000
49;1;5;1;0.7589619;7.5668745;4.011485;415429930475000
49;1;5;1;5.068525;9.31943;8.528147;415429950400000
49;1;5;1;8.689755;13.119028;-3.892972;415429970573000
49;1;5;1;-3.241749;4.7788267;0.9959879;415429990399000
49;1;5;1;-3.0681696;2.932897;2.8048072;415430010655000
49;1;5;1;-1.1085154;4.8267107;6.254852;415430030394000
49;1;5;1;0.748188;5.6443305;9.921572;415430050399000
49;1;5;2;4.7025;8.3025;-4.1025;415430063774000
49;1;5;1;-0.7757214;4.2437224;10.09994;415430070653000
49;1;5;4;-1.3204616;-1.1230757;0.3815617;415430084412000
49;1;5;1;-0.7637503;4.4759603;10.9103775;415430090474000
49;1;5;1;0.81043726;8.620323;13.682862;415430110448000
49;1;5;1;1.8507179;8.206126;14.283808;415430130502000
49;1;5;1;2.9400797;9.562442;12.09431;415430150466000
49;1;5;1;1.3826514;7.3071036;7.04015;415430170798000
49;1;5;1;0.02633622;6.253655;5.1547165;415430190992000
49;1;5;1;0.7170634;6.907272;3.2441432;415430210527000
